"","s1"
"1",441892.340134787
"2",815463.714219604
"3",316382.696786957
"4",663362.872090023
"5",512820.184742027
"6",511432.27114071
"7",742732.764903513
"8",498477.841829242
"9",212655.803534097
"10",678012.511598465
"11",300412.034778581
"12",275507.673242902
"13",227408.9056121
"14",345163.034709105
"15",511731.427535169
"16",670739.799663784
"17",743091.010487278
"18",406627.000304397
"19",681651.32549554
"20",286288.414059622
"21",867741.644350626
"22",173213.725510675
"23",254887.088958577
"24",428582.62089708
"25",738723.110786712
"26",290050.579315253
"27",1176982.59436107
"28",451505.081073225
"29",210717.024086639
"30",301865.354866336
"31",172317.644763541
"32",867768.837632822
"33",679642.223823165
"34",138395.041670341
"35",223932.227678904
"36",433780.736238128
"37",158942.022428001
"38",1237928.38564929
"39",1633200.53751758
"40",273601.994404406
"41",609956.876754523
"42",1047914.40612031
"43",255292.288131719
"44",377568.823633532
"45",134525.61404718
"46",1202539.32951768
"47",829496.830213865
"48",574602.873731255
"49",305356.407598704
"50",682721.074074063
"51",342545.166819467
"52",386392.713635528
"53",1346157.75710734
"54",1366531.40064541
"55",555627.43033626
"56",492638.522418037
"57",169954.720157749
"58",300104.826823119
"59",909694.00117352
"60",495418.560396225
"61",963897.885503364
"62",616439.565354421
"63",369586.39719267
"64",533750.812173931
"65",467481.80736387
"66",209615.405432439
"67",118322.304514123
"68",865678.667510335
"69",643860.39479977
"70",509815.54962297
"71",850979.200523771
"72",1004381.33425357
"73",374174.331548769
"74",520868.101625991
"75",398206.762871189
"76",949362.090408215
"77",391882.054896405
"78",575158.983457472
"79",263051.323567337
"80",1399899.98284846
"81",663181.817053455
"82",478393.747961411
"83",246312.57178084
"84",478062.879291491
"85",548046.009176221
"86",736092.652536603
"87",543344.210718824
"88",450555.412142738
"89",1249699.35347568
"90",1218238.08116049
"91",784956.917342729
"92",261145.673653654
"93",78034.7575531842
"94",291458.786726309
"95",216567.178876241
"96",481729.911607881
"97",234102.958946914
"98",472529.876565162
"99",303963.881074382
"100",276614.751021138
"101",1199973.89240919
"102",415411.127796061
"103",391075.659360151
"104",615252.378558301
"105",518789.000141202
"106",1003347.47375987
"107",202400.125454533
"108",264983.62088219
"109",1507104.15044644
"110",247930.839749712
"111",1784408.70714497
"112",164321.153617523
"113",282455.670233654
"114",321924.01259893
"115",2245132.04889354
"116",398146.72376896
"117",1634066.69077972
"118",108927.152901932
"119",391751.762379957
"120",603718.304973057
"121",243282.933251287
"122",239678.825444173
"123",297862.94560745
"124",898853.084028547
"125",279847.453985455
"126",384052.858113231
"127",862544.273211836
"128",1098606.91546932
"129",369919.077031688
"130",644325.979321147
"131",519959.342336457
"132",569280.179861077
"133",336819.172072712
"134",311430.843423555
"135",734032.403547392
"136",422531.401008282
"137",1137325.48656002
"138",224713.029824865
"139",500865.081388803
"140",257974.358384338
"141",525585.765070321
"142",1003579.90226108
"143",489919.432239682
"144",347324.37840282
"145",659292.671641888
"146",686531.238816418
"147",222833.966522403
"148",287205.038434682
"149",601108.934276504
"150",257340.124595024
"151",200027.656796513
"152",306599.0953803
"153",245792.205714821
"154",1075017.26415104
"155",550393.560247016
"156",289670.262028468
"157",551812.970466425
"158",503090.908668056
"159",643226.17721545
"160",900175.338297889
"161",1439292.97948816
"162",755436.940237717
"163",334035.95412768
"164",1156137.48024934
"165",435470.082693738
"166",524710.311548496
"167",227935.982462223
"168",517847.650084653
"169",246919.513190309
"170",182629.505649681
"171",408351.49436661
"172",634317.924983291
"173",326255.543485757
"174",345829.925920744
"175",321820.802809191
"176",262644.187206957
"177",360486.503676946
"178",274717.274765471
"179",448004.20135578
"180",142945.921969731
"181",561978.079390653
"182",217149.793403228
"183",1247712.31148646
"184",813678.629505233
"185",846225.281023956
"186",1333488.83556347
"187",273936.192637451
"188",483379.578011411
"189",217249.599609378
"190",454021.932106169
"191",187677.574324408
"192",556676.1964633
"193",247421.544301725
"194",303680.840325126
"195",289296.598290469
"196",392473.109007636
"197",192367.805307428
"198",226210.541159056
"199",421242.444281043
"200",164790.722068421
"201",348047.205297169
"202",236723.017224064
"203",128622.906656721
"204",259148.392134958
"205",555348.066362997
"206",266918.094563848
"207",331509.63106788
"208",215865.82069284
"209",541083.336167856
"210",260592.796688998
"211",122684.292038655
"212",606719.181916731
"213",453776.762292069
"214",627776.898724275
"215",739172.675586934
"216",243573.840216152
"217",705782.474654544
"218",221772.969507622
"219",249827.474662912
"220",366592.574354463
"221",245331.257167097
"222",739853.725716497
"223",212136.705125634
"224",132756.253157345
"225",368918.314901531
"226",122692.975994024
"227",936623.396686692
"228",535517.718594697
"229",412549.539943605
"230",850864.400488198
"231",327743.467765741
"232",299959.604136668
"233",393134.634580579
"234",442545.307052748
"235",143408.925442101
"236",473906.681875021
"237",509657.167470936
"238",514874.66444808
"239",426714.022412366
"240",956975.012131664
"241",384259.99570042
"242",455173.516589347
"243",463508.049790419
"244",388340.552946224
"245",694874.221373619
"246",653146.423708736
"247",297071.923179341
"248",197189.642163557
"249",367943.382777036
"250",895841.538218435
"251",845028.94748058
"252",460607.474560906
"253",422456.893969248
"254",381013.082694029
"255",216526.928518285
"256",422029.580995229
"257",178192.944493392
"258",593504.383593257
"259",527473.14464381
"260",346417.226486445
"261",1119398.47402446
"262",607207.338671543
"263",307922.076525098
"264",553043.194042695
"265",546596.729484248
"266",572840.699422836
"267",460770.062859821
"268",494174.029094602
"269",479758.849155052
"270",601438.177996296
"271",738642.386620958
"272",360286.301019322
"273",126447.512643427
"274",904335.369222013
"275",727297.053690306
"276",496137.149269063
"277",430581.410823058
"278",214641.44143794
"279",651711.498072326
"280",342497.235298946
"281",985806.759317593
"282",286680.440260339
"283",641982.117822877
"284",266774.375028743
"285",751059.293302394
"286",541960.886933216
"287",615357.940930101
"288",1430661.10633936
"289",276953.746411523
"290",574376.484003138
"291",196547.588695428
"292",313351.946708427
"293",505488.509678259
"294",1389919.89467711
"295",738034.932260323
"296",304892.805982835
"297",720643.589295076
"298",187465.711047748
"299",639850.699133882
"300",1089371.65436486
"301",325083.293287273
"302",384240.978045961
"303",778325.142280793
"304",814429.741419577
"305",490903.373942081
"306",1201095.14092465
"307",467217.959577284
"308",304726.725416805
"309",421663.85095482
"310",463734.714672993
"311",464866.615751744
"312",795833.943845839
"313",120104.336876641
"314",525619.092639336
"315",882037.798176059
"316",1688808.97418535
"317",458174.151138594
"318",275998.083980213
"319",1092776.14758682
"320",491159.390347335
"321",787654.442467468
"322",599169.552762456
"323",228881.870395824
"324",226100.021832142
"325",599617.994963466
"326",296907.492838482
"327",548123.820196769
"328",462216.510548352
"329",282116.821590974
"330",895189.643272252
"331",445327.492477888
"332",475921.318360488
"333",1210964.65407625
"334",448017.979323081
"335",409534.311331482
"336",275274.989292911
"337",824648.22218635
"338",615866.026258673
"339",370518.625402218
"340",595603.757417008
"341",224757.543175756
"342",376640.914232612
"343",266412.856373688
"344",195551.429264512
"345",243401.041736228
"346",354224.110494375
"347",204726.052931865
"348",340327.094742697
"349",505231.903906676
"350",439592.874039249
"351",291032.58542662
"352",421709.097543184
"353",340556.046310892
"354",492695.247409613
"355",358581.925414477
"356",482891.053139284
"357",466706.585540484
"358",378085.143538797
"359",259817.525251191
"360",354119.141766412
"361",504831.017375924
"362",1052589.50250889
"363",1569914.81200482
"364",465823.743161688
"365",161942.634843611
"366",871538.19263824
"367",423240.251585417
"368",312702.188547473
"369",597687.087484833
"370",576738.411661557
"371",333066.327920502
"372",448371.147215576
"373",528236.579024223
"374",702052.708206678
"375",419877.958648718
"376",1436129.38404965
"377",148198.247977884
"378",650198.31064784
"379",493947.888847671
"380",451733.332454943
"381",597602.209110861
"382",692372.443521733
"383",376401.378869136
"384",394784.494015557
"385",480837.157485922
"386",528491.893110559
"387",614747.750035495
"388",1011195.93696221
"389",317014.386812499
"390",819675.553826358
"391",1406738.90898368
"392",615093.115312521
"393",719166.472687208
"394",1050682.35866009
"395",595193.035712233
"396",350071.272011728
"397",181445.179426282
"398",461324.126804237
"399",841150.613539439
"400",443205.610102621
"401",982321.738857077
"402",105586.734827464
"403",533609.726910296
"404",98763.8847343896
"405",236695.728265304
"406",882816.225454842
"407",179029.269090737
"408",942828.57098614
"409",634883.060679671
"410",323465.104498431
"411",301673.861908639
"412",683799.537351027
"413",342208.656705781
"414",121001.439435634
"415",1134394.8175433
"416",331394.776206838
"417",287288.449605807
"418",246320.949712246
"419",303798.275956445
"420",130954.039406578
"421",396703.418629238
"422",1067003.86010371
"423",258753.16564761
"424",851081.044181415
"425",617971.031125354
"426",514579.050478076
"427",988298.122773589
"428",1292906.33865059
"429",936868.874082599
"430",738814.932960858
"431",802401.339113819
"432",387104.73917426
"433",713610.761482391
"434",613671.011433734
"435",283478.503594721
"436",728605.407902415
"437",356380.399719251
"438",1031467.98391152
"439",536646.006946647
"440",220194.08013011
"441",538563.781198109
"442",275562.816817296
"443",748471.720952353
"444",1205526.06610309
"445",202105.952930861
"446",370175.829916585
"447",307480.356437422
"448",453096.316246672
"449",218615.752139474
"450",634785.411349035
"451",895533.220238227
"452",259229.416119319
"453",462125.14579749
"454",443442.064358039
"455",531893.818622303
"456",540130.263909883
"457",165472.867407768
"458",705448.496811521
"459",948112.642626172
"460",162123.141260898
"461",1210895.45560556
"462",233892.200130404
"463",1289969.64758428
"464",661754.372317389
"465",473986.846302685
"466",614591.439755707
"467",396165.055585724
"468",298863.901661491
"469",124271.885722981
"470",908940.98493165
"471",778306.214351826
"472",245466.858990784
"473",222658.322881895
"474",841338.526419832
"475",388054.556451901
"476",466566.920755304
"477",380910.556132797
"478",492723.993504414
"479",290552.893487655
"480",468306.080448923
"481",274876.584567159
"482",291061.170822171
"483",627485.722394704
"484",897572.821892552
"485",461974.6836372
"486",589524.896771842
"487",518774.674593705
"488",1227302.1394361
"489",268179.827452004
"490",216567.225660188
"491",453176.678339014
"492",514797.369742273
"493",94793.7941061073
"494",300519.750025253
"495",1435384.34555184
"496",281767.781905823
"497",391125.555931877
"498",1432892.80840412
"499",893753.001324579
"500",425928.143108287
"501",134482.781385762
"502",255338.402606569
"503",343130.178604574
"504",457428.071050225
"505",271286.747273025
"506",205020.407540284
"507",99280.3056085794
"508",522875.573554499
"509",999246.759991354
"510",621787.783790226
"511",376367.530572406
"512",224390.344565684
"513",552080.513602204
"514",821456.326301514
"515",1056926.00316382
"516",1413879.65388409
"517",1440693.24221867
"518",237353.688912918
"519",100390.050638889
"520",392268.949425495
"521",563285.611457384
"522",379137.582115189
"523",605008.348544187
"524",611506.162680157
"525",528556.233732506
"526",230748.833470859
"527",482453.141847756
"528",283552.425390073
"529",1179057.68069451
"530",578919.210377862
"531",385927.321039839
"532",1235187.65771398
"533",854421.944557563
"534",850761.431954621
"535",697237.933395973
"536",477566.951376671
"537",895160.440504074
"538",630910.033090675
"539",298162.426048731
"540",465357.775135996
"541",562949.113004357
"542",316547.186263852
"543",407737.449680019
"544",697854.510626108
"545",1086776.7276268
"546",285558.860792163
"547",412963.24305877
"548",261350.707502841
"549",865919.526554605
"550",612055.567147279
"551",137093.431077502
"552",532906.629918765
"553",632341.186581397
"554",778045.007977628
"555",624641.555698299
"556",285620.379881462
"557",258162.968589523
"558",551897.361607083
"559",164390.92849483
"560",827467.184612261
"561",589518.304635132
"562",486538.557749309
"563",283633.12209865
"564",847491.271311035
"565",171398.596751973
"566",439272.080214892
"567",672457.269167517
"568",458763.313031596
"569",1240782.82358549
"570",298891.944434446
"571",415019.719170689
"572",685194.284899846
"573",254339.658191027
"574",462623.045948564
"575",265923.783667814
"576",124687.184527216
"577",557407.287592755
"578",352503.099202817
"579",1066755.59471979
"580",373848.393557845
"581",590968.922773343
"582",312842.466314658
"583",707653.054185134
"584",571806.823566852
"585",515425.997099099
"586",432550.563983377
"587",308500.330673513
"588",860558.58641582
"589",271908.915864615
"590",231730.324665888
"591",57201.8848762891
"592",140666.196985587
"593",534208.240948592
"594",455615.016293785
"595",316488.469563197
"596",1441254.62062576
"597",411010.550843291
"598",663294.481729642
"599",582621.05713916
"600",759947.204923131
"601",731464.391813772
"602",801392.301915442
"603",568490.818203003
"604",278392.061798017
"605",385016.033302522
"606",728848.863044896
"607",101382.050955454
"608",448957.794234856
"609",368268.093770268
"610",515349.435539379
"611",1282048.43146969
"612",565138.825163455
"613",622840.897652287
"614",257582.183806563
"615",434467.695285371
"616",231778.870987508
"617",1005321.73191611
"618",159257.715987833
"619",378820.504330042
"620",507863.586006151
"621",885695.072754922
"622",279268.749409279
"623",521393.158408578
"624",210407.850409904
"625",459272.458182076
"626",723159.029024473
"627",342704.821025916
"628",1076245.20909918
"629",511004.71282089
"630",479687.873529057
"631",483347.256776754
"632",291376.734315779
"633",534015.531232964
"634",99215.1442029917
"635",499186.173501001
"636",567546.682093552
"637",519006.469863614
"638",459860.60141393
"639",98278.3908450063
"640",461123.53158753
"641",275689.564861347
"642",481188.073183178
"643",453174.044450062
"644",437968.424141748
"645",374077.141865009
"646",1043750.94521515
"647",338613.837012925
"648",518222.6736697
"649",672856.757917713
"650",780577.760481952
"651",249015.216281992
"652",968178.032384826
"653",664050.607257125
"654",148067.9184719
"655",1029893.71478448
"656",191181.884797148
"657",159249.978325898
"658",408570.222168601
"659",410941.419609689
"660",428832.911939916
"661",390632.652132413
"662",450595.808218872
"663",709249.361681178
"664",267883.772412065
"665",156211.025536706
"666",53719.5165387111
"667",402746.761952585
"668",613769.375998952
"669",531256.856943889
"670",422968.971681455
"671",539005.786081587
"672",538562.717759672
"673",1292457.05951158
"674",494355.257670501
"675",367906.447050391
"676",724819.047283355
"677",1209546.10256064
"678",119793.989231324
"679",483450.159998807
"680",471454.370008322
"681",264479.740735615
"682",190712.709724499
"683",1188154.18808934
"684",541681.97276023
"685",420559.764219646
"686",743814.581173036
"687",410892.740533244
"688",251749.515146055
"689",701153.996957628
"690",389034.835120331
"691",414264.328376551
"692",1148143.82372371
"693",654196.759277205
"694",832400.580806626
"695",615253.042242244
"696",700249.193325758
"697",497205.298295585
"698",526838.306835871
"699",269678.532179517
"700",1643685.04839455
"701",692916.277476895
"702",1561751.24077123
"703",542928.569760023
"704",252513.967861772
"705",487493.410810569
"706",492560.818779651
"707",466076.773888528
"708",852047.402829152
"709",141985.554925987
"710",389255.234104878
"711",767152.548477358
"712",973566.435368192
"713",687810.64223429
"714",417801.663630064
"715",544036.762231519
"716",680608.814693058
"717",185211.521247264
"718",370308.891881701
"719",292905.168307344
"720",485147.462079557
"721",996465.127945442
"722",688547.024173666
"723",641081.570179355
"724",509665.257468415
"725",877828.908101439
"726",384073.01549964
"727",449234.103660135
"728",107974.878564073
"729",1337741.8711546
"730",524519.476323456
"731",504100.477438982
"732",472110.380177693
"733",848019.22309785
"734",1590424.50754814
"735",708747.805138577
"736",522575.738283977
"737",790019.403050596
"738",210727.990811487
"739",617644.372800774
"740",279574.132733477
"741",824263.949429002
"742",943623.372714367
"743",541599.201977366
"744",537976.98894374
"745",378805.783892467
"746",568453.960526244
"747",258560.118055838
"748",126567.694781762
"749",540091.326759246
"750",521318.98712709
"751",339675.926378614
"752",1624027.48969579
"753",1009980.75403141
"754",406337.96991606
"755",878084.911174259
"756",231925.144095986
"757",640433.382207348
"758",773367.281226216
"759",525081.097621752
"760",584699.868051693
"761",539689.120459184
"762",255975.486565675
"763",471363.895422246
"764",64505.6340327831
"765",298841.553055988
"766",311018.903216669
"767",270518.762649455
"768",758981.326538915
"769",307931.682852741
"770",1215211.62669151
"771",624446.896555761
"772",1207002.87464664
"773",958807.129779357
"774",428253.913429766
"775",235699.67584779
"776",426089.014167174
"777",638931.476989801
"778",1018054.18773349
"779",533526.996073553
"780",280871.875918434
"781",494039.721126293
"782",544403.359787084
"783",406511.514363116
"784",153498.426523658
"785",147325.461938443
"786",404467.160187519
"787",459572.398903821
"788",553362.038023597
"789",285096.377613837
"790",756760.628903836
"791",303496.070754754
"792",727304.236202616
"793",1284137.50890813
"794",447051.278122616
"795",731547.924001166
"796",489594.171691296
"797",396131.399433312
"798",444030.078044211
"799",168578.676871117
"800",840660.043126288
"801",206908.892424624
"802",889761.858051252
"803",488847.600611237
"804",607396.875729912
"805",778293.410580604
"806",724249.362800222
"807",827323.746742437
"808",688859.51549995
"809",499889.607890983
"810",361900.520612003
"811",576692.301013985
"812",424329.418608397
"813",734270.624259918
"814",548947.144035234
"815",257802.156520942
"816",369326.402329042
"817",393704.791868206
"818",266073.496437741
"819",227554.036953237
"820",977110.140633375
"821",291111.148614107
"822",748108.815319058
"823",1010982.76553592
"824",569224.741288726
"825",786377.052674222
"826",402679.239998517
"827",325316.841823944
"828",524910.590008067
"829",602453.441186625
"830",253301.413243729
"831",691958.316614397
"832",163277.104981565
"833",288862.579092199
"834",278702.468221228
"835",813375.033716514
"836",469209.548742472
"837",379555.358072644
"838",846383.426197104
"839",461233.92294962
"840",636595.217882209
"841",425062.768054157
"842",1204224.23191008
"843",2032156.16819525
"844",257856.158923604
"845",779682.085545517
"846",773498.551266833
"847",711546.296982497
"848",347415.153927397
"849",1843264.50617969
"850",260364.660741756
"851",61755.4069693451
"852",411339.133326835
"853",285595.277933248
"854",273121.569111125
"855",546211.299911232
"856",459305.113375441
"857",283305.871449435
"858",459605.466985019
"859",240338.351270166
"860",807861.480000307
"861",555409.293097941
"862",153963.566745006
"863",540032.086466925
"864",399401.588699876
"865",319631.306147543
"866",1085020.61604451
"867",394763.001292019
"868",310996.545379324
"869",861185.45844181
"870",506026.664215793
"871",584039.548401467
"872",335696.037719686
"873",238397.577614294
"874",395290.256934428
"875",479717.194061371
"876",812553.480069299
"877",380458.981437095
"878",907592.322503539
"879",737441.952921863
"880",1405175.71521921
"881",1061237.30682588
"882",372585.020922672
"883",341454.759320856
"884",833907.21589373
"885",362576.68810648
"886",236305.848206897
"887",185356.920467346
"888",559529.259219952
"889",506987.520096166
"890",379945.751382813
"891",369079.252827522
"892",359771.02419938
"893",252715.674506306
"894",410515.95992394
"895",664012.666531015
"896",730357.237177297
"897",415860.533998976
"898",350563.16795022
"899",251862.700669062
"900",383639.383400462
"901",403638.102301958
"902",647366.705809229
"903",156078.005742962
"904",268530.816009934
"905",628578.748918476
"906",239161.865588154
"907",444524.272717915
"908",392361.765912082
"909",857681.116460185
"910",287373.327039811
"911",425063.274286454
"912",593113.849491819
"913",269329.533406756
"914",303244.615152341
"915",123825.088166834
"916",398398.757367089
"917",596196.636166577
"918",475637.955445228
"919",990059.759996771
"920",709546.385882422
"921",336808.370264686
"922",417704.636288763
"923",768640.408046471
"924",1424071.93886469
"925",544340.877281346
"926",203751.63089623
"927",546229.243924037
"928",683570.527755469
"929",300859.562475976
"930",260269.403036577
"931",1511168.53699824
"932",163066.408623508
"933",882656.012975575
"934",339774.958038198
"935",479476.906593009
"936",661085.475429392
"937",205897.006116791
"938",295716.023768629
"939",215850.712032813
"940",253457.143404555
"941",625335.783675112
"942",486165.467762958
"943",593217.503301025
"944",341243.399965413
"945",272895.328536039
"946",1028082.19947222
"947",100818.451616906
"948",179380.151196341
"949",282476.378769444
"950",537649.029477615
"951",555881.851315883
"952",662354.29712299
"953",237025.490728843
"954",362867.167573336
"955",798817.514789744
"956",117419.132663738
"957",661592.986251917
"958",240015.370608942
"959",506711.419994813
"960",847100.29974148
"961",903584.375833078
"962",954780.827693254
"963",326695.421811762
"964",347048.752198753
"965",390347.969271001
"966",586384.140657747
"967",598274.736452553
"968",535966.797116508
"969",755005.960660821
"970",767157.882528029
"971",635039.367806686
"972",380644.396311981
"973",236277.455042292
"974",769636.642808511
"975",540351.463588626
"976",522599.522413591
"977",817954.150908446
"978",439972.338008922
"979",440796.934488937
"980",315397.272831218
"981",664556.252641233
"982",662484.674015485
"983",427815.08911072
"984",410519.577809035
"985",237206.190586748
"986",395472.245982258
"987",425532.199838343
"988",245238.804484093
"989",732051.426219116
"990",268972.54063576
"991",302242.021722477
"992",798349.156248356
"993",1628077.14766472
"994",316206.820693998
"995",461990.020347056
"996",470003.567721649
"997",637571.04323235
"998",880678.048110665
"999",603320.238157696
"1000",639751.837726828
"1001",614974.770041523
"1002",610197.541086214
"1003",353517.945515017
"1004",1344553.38544323
"1005",351907.246159024
"1006",597571.187848764
"1007",798403.484466064
"1008",1008942.3107808
"1009",799883.772331072
"1010",573602.486067726
"1011",659623.31405446
"1012",109310.486267345
"1013",933537.230030211
"1014",433744.862136786
"1015",374065.471303025
"1016",743768.364443551
"1017",124978.493651804
"1018",66144.0574629883
"1019",206227.679977236
"1020",435444.060084073
"1021",439747.832643541
"1022",595564.118494386
"1023",874961.98148699
"1024",753457.367967434
"1025",289006.778252142
"1026",152546.085104233
"1027",808132.405242924
"1028",119511.893537258
"1029",389234.468378217
"1030",459699.807972749
"1031",640097.161199066
"1032",435488.483409603
"1033",291726.720755914
"1034",858358.672403822
"1035",520736.773140701
"1036",646857.690478522
"1037",718144.704376169
"1038",446369.269849999
"1039",279011.470755391
"1040",401247.523552199
"1041",669635.359748817
"1042",585771.982539577
"1043",120606.134725816
"1044",356994.631071867
"1045",269581.809491324
"1046",644186.840906256
"1047",476138.199065747
"1048",244066.129337124
"1049",200207.718501821
"1050",862941.789602225
"1051",517374.676447023
"1052",304613.165891806
"1053",462611.96981066
"1054",482005.515465962
"1055",296680.156399064
"1056",472140.208667522
"1057",763801.996280624
"1058",493330.161533246
"1059",734774.073461695
"1060",616066.385056203
"1061",664778.098341969
"1062",1479912.07618815
"1063",514911.023623703
"1064",251972.900181595
"1065",729680.897898079
"1066",314691.801233846
"1067",342947.826765938
"1068",458333.955455239
"1069",630823.434333887
"1070",628383.55734264
"1071",1090716.47904345
"1072",252258.036930732
"1073",237014.300842103
"1074",203860.587375867
"1075",264807.240871277
"1076",874467.432314258
"1077",211644.446475403
"1078",832554.246754358
"1079",200724.150030889
"1080",174514.122445177
"1081",488856.38903351
"1082",273431.4485903
"1083",349356.325879454
"1084",470734.870006376
"1085",551513.28876023
"1086",241874.236978891
"1087",554020.768541541
"1088",684085.040580272
"1089",207744.894783408
"1090",394585.718712347
"1091",407055.933864595
"1092",286875.608307188
"1093",340605.846120115
"1094",500637.177822914
"1095",628584.651585367
"1096",488471.753086236
"1097",412999.141308644
"1098",150752.563916628
"1099",766432.73220781
"1100",161106.078319742
"1101",537647.53483853
"1102",298093.439397114
"1103",551798.860665741
"1104",522737.194643618
"1105",1773536.71211097
"1106",1213344.07307648
"1107",647587.24566077
"1108",310031.277933247
"1109",107072.701996677
"1110",1006211.0249902
"1111",437917.475905201
"1112",452373.244970801
