"","s1"
"1",406399.869192597
"2",1202759.14458574
"3",155759.824506303
"4",547448.732998083
"5",419238.847350223
"6",556161.55722193
"7",567560.944946442
"8",351914.510195924
"9",178828.52111159
"10",654944.927628095
"11",224868.228331455
"12",226416.418225142
"13",189224.692617815
"14",203999.962178443
"15",681872.893823349
"16",540367.904133079
"17",1081892.41475176
"18",493315.793657441
"19",887364.312944676
"20",290001.549054776
"21",1212950.03808639
"22",153595.117762207
"23",262468.370483106
"24",324178.1522224
"25",1058504.77791497
"26",254805.564781976
"27",1900549.41966954
"28",495191.256408364
"29",183544.613389433
"30",267375.001795511
"31",141702.668928492
"32",1045388.91280213
"33",713508.844621191
"34",110793.587989974
"35",207462.946186015
"36",442870.34959589
"37",171988.288571574
"38",2074072.92779759
"39",2678325.00855162
"40",195360.403556931
"41",860758.126237262
"42",274152.951984775
"43",190384.851712219
"44",272725.977824932
"45",128882.099415151
"46",2104708.11355344
"47",1353515.24151489
"48",556687.344083637
"49",350128.616400022
"50",846431.395684858
"51",298931.736375221
"52",327819.246279142
"53",2279147.43487998
"54",2279147.43487998
"55",593184.563922965
"56",489102.760374152
"57",161039.290865768
"58",187349.224216656
"59",1389245.13712115
"60",447097.950622809
"61",1349626.3597543
"62",750164.055393115
"63",286083.584528281
"64",570720.211274111
"65",561474.534431598
"66",178502.970527965
"67",126331.789201705
"68",1115271.50860989
"69",527011.000414715
"70",531276.101633732
"71",1026290.25065631
"72",1464872.70920408
"73",304498.836991441
"74",385787.447731112
"75",400646.62236509
"76",912273.183394262
"77",374196.62121365
"78",918355.848612127
"79",296891.975125482
"80",1848909.9471415
"81",717175.687902151
"82",384847.140371968
"83",232587.083693229
"84",736641.778951674
"85",403287.645870449
"86",682514.83974879
"87",434942.079866572
"88",349225.9524694
"89",1549102.37379128
"90",1748841.89531109
"91",1106251.99054616
"92",199501.271007176
"93",119887.054383842
"94",238822.170839191
"95",172570.088214012
"96",347899.787144232
"97",250716.559366789
"98",290337.632979745
"99",186538.110284519
"100",161127.119213421
"101",2049141.02171518
"102",477004.198669825
"103",261742.994683788
"104",964481.248434328
"105",584812.970936438
"106",1334540.25293209
"107",178981.926700981
"108",266928.970209518
"109",2742725.08066379
"110",156502.783294588
"111",4747526.79107344
"112",129258.039842626
"113",218431.65824256
"114",290769.571957304
"115",3154348.29639545
"116",290901.192017797
"117",2902302.9616024
"118",111002.929488345
"119",399598.980319708
"120",664923.984342634
"121",212067.999173978
"122",225280.761086654
"123",207377.753881298
"124",865388.878890096
"125",228026.858862248
"126",421740.241679658
"127",958435.26896621
"128",1436177.65681585
"129",382677.863106381
"130",596949.53026752
"131",616577.363161182
"132",519451.796046354
"133",308337.166109308
"134",248654.083799864
"135",634705.896658842
"136",462543.417771876
"137",1670980.30376667
"138",200555.122641706
"139",443984.879488761
"140",293489.180103911
"141",572336.996078584
"142",1160638.36409379
"143",339817.178678538
"144",326250.980172354
"145",1137551.42383685
"146",947746.032644907
"147",187330.809204308
"148",259888.96393967
"149",568853.26431302
"150",225130.036834257
"151",211451.762309652
"152",253359.934728502
"153",234810.829475824
"154",1645033.49210279
"155",446476.61405631
"156",339148.713890041
"157",642447.991052765
"158",341130.360948232
"159",692101.271504015
"160",1021000.30217749
"161",2256866.50686234
"162",1202240.45826807
"163",316481.62261851
"164",1311153.14418611
"165",404179.110733629
"166",738299.519599904
"167",341942.368559323
"168",379874.445718731
"169",202137.113523784
"170",146107.447366495
"171",440324.816963811
"172",836744.738591236
"173",291114.795328786
"174",259095.22186395
"175",321777.994406565
"176",245507.438954069
"177",371513.341908131
"178",266954.880771692
"179",403033.392023675
"180",153147.387043738
"181",588815.696877195
"182",189002.194063166
"183",1163309.48355692
"184",817544.911696567
"185",1177329.71537942
"186",1572262.21490651
"187",287970.142405834
"188",518653.235684258
"189",218754.973415228
"190",483761.825296484
"191",168908.444455966
"192",526851.108344571
"193",163855.491747156
"194",209974.746318291
"195",219503.031861642
"196",376725.28648319
"197",183493.751698833
"198",160330.281169313
"199",355926.395937051
"200",154404.432629818
"201",371878.175323087
"202",170404.736431223
"203",124985.219337202
"204",210362.211471472
"205",642728.972644622
"206",248762.408949128
"207",232569.862275869
"208",192025.619149121
"209",524597.402318251
"210",171142.574572315
"211",107375.594898699
"212",517008.950987173
"213",637929.408785654
"214",629392.908969701
"215",1143674.50751381
"216",247990.806838446
"217",821550.020355615
"218",277785.168401533
"219",285353.844604529
"220",300580.275663856
"221",204280.509817192
"222",500787.327916067
"223",216723.659676972
"224",108569.720919347
"225",345541.02301504
"226",118079.208513111
"227",1570256.02797286
"228",517873.988593821
"229",411656.629319973
"230",1028830.70026871
"231",289297.569068656
"232",322226.405070985
"233",350969.076994331
"234",418953.525757223
"235",114798.776279298
"236",393035.89109461
"237",590960.85287476
"238",547603.767552642
"239",396990.497698372
"240",867196.234483393
"241",337105.347087372
"242",364257.282986582
"243",720204.490700067
"244",334987.471254601
"245",1070310.37266865
"246",610812.226618854
"247",287518.278944572
"248",278785.753835987
"249",539789.346528724
"250",1115626.74712964
"251",467258.033912343
"252",435306.204919144
"253",403519.088130098
"254",313204.868491051
"255",198737.597208604
"256",360604.596302554
"257",131869.640816078
"258",570317.53103433
"259",322393.424363772
"260",492277.587816664
"261",1611571.41235061
"262",678769.046795183
"263",255896.760032987
"264",603381.081619092
"265",713816.294956707
"266",351080.85949588
"267",486900.65532445
"268",675509.885763185
"269",313321.348081769
"270",411588.234232018
"271",949688.28721912
"272",301272.455203295
"273",117288.919254933
"274",1419400.62194359
"275",677586.54306064
"276",611710.797335327
"277",335282.400040181
"278",222713.598636713
"279",783972.068018042
"280",297017.160509324
"281",1234151.13878796
"282",265437.996073681
"283",1038592.88078911
"284",232361.022947862
"285",591674.095878242
"286",632089.348649195
"287",837457.437208107
"288",2874785.30641287
"289",164841.012125222
"290",712155.961923878
"291",215597.04755957
"292",291267.482724359
"293",383464.933432734
"294",991826.795292854
"295",796503.408321096
"296",249242.952224538
"297",1216105.7658475
"298",154151.995506984
"299",726411.59328304
"300",1663837.39480274
"301",179883.213874481
"302",211082.210541136
"303",1092958.75581443
"304",763969.322389587
"305",493501.311702645
"306",1554475.73840854
"307",294914.201645968
"308",326065.110268965
"309",371465.060680814
"310",642369.107634642
"311",429218.22296881
"312",881466.091262398
"313",114662.732991165
"314",705591.773990628
"315",1215782.42189796
"316",2820019.68536844
"317",387178.516202624
"318",202433.406256404
"319",1071248.46861603
"320",377822.434297268
"321",579651.547193903
"322",558548.660487385
"323",317736.547757242
